商品ID,用户昵称,评分,评论内容,评论时间,点赞数,回复数,用户级别,商品颜色,商品规格,购买时间,订单商品名称
100327958810,张大神12138,5,很不错的烤箱，拿到手就烤了一个红薯，很甜，蒸汽模式烤出来也不干，特别好吃，好评，8个模式基本上可以涵盖日常使用，没什么问题,2026-05-11 17:39:15,0,0,,【0氟涂层】升级蒸汽炎烤 6.5L,,2026-04-19 12:19:34,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,g***I,5,空气炸锅操作简单，按键灵敏，材质安全，容量适合家庭使用，做出来的食物口感不错，清洗也方便。,2026-05-08 18:52:58,0,0,,【0氟钛陶】炎烤超大容量 8L,,2026-04-23 11:19:50,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,郑米米两口子,5,颜值高，非常好用，有仿油炸和空气炸两种模式，方便应付各种场景需求，准备了解美的其他小家电,2026-05-11 16:08:33,0,0,,【0氟涂层】新风炎烤 6.5L,,2026-04-30 21:49:21,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,j***a,5,空气炸锅样式精美，没有异味，很高档的感觉，空间也很大。物流当天下单第二天就到了，速度非常快,2026-05-06 21:46:36,0,0,,【0氟涂层】新风炎烤 6.5L,,2026-05-05 16:33:59,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,0***0,5,还没用，整体质感很不错！,2026-05-08 20:47:21,0,0,,【0涂层不锈钢】炎烤双热源 6.5L,,2026-04-29 18:51:52,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,j***9,5,很大气上档次，容量大很够用，不锈钢好清理。,2026-05-11 11:14:11,0,0,,【0涂层不锈钢】炎烤双热源 6.5L,,2026-05-08 21:52:42,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,j***7,5,这款空气炸锅还是不错的，颜值很高，质量也不错，没啥异味，期待用它解锁更多美食！,2026-05-11 10:28:18,0,0,,【0氟涂层】新风炎烤 6.5L,,2026-04-29 09:54:21,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,j***9,5,外观非常漂亮，操作简单，还送有个赠品，实用，这是买的第2个了，会一直支持美的产品。,2026-05-10 10:23:57,0,0,,【0氟涂层】新风炎烤 6.5L,,2026-05-06 20:12:57,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,hi_pu_,5,很不错的炸锅哦，还送了养生壶，不错满意，快递很快，客服服务很好,2026-05-07 16:59:01,0,0,,【0氟涂层】升级蒸汽炎烤 6.5L,,2026-04-20 14:14:21,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,自在亮仔,5,惊喜连连！包装精美，外观漂亮，产品更是没得说！加送养生壶！,2026-05-09 07:18:58,0,0,,【0氟涂层】升级蒸汽炎烤 6.5L,,2026-05-06 12:47:55,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,雪迪wxd,5,容量大，特别好清洗，技术先进，质量细腻耐看实用。,2026-05-07 21:31:03,0,0,,【0氟涂层】新风炎烤 6.5L,,2026-04-26 11:49:18,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,j***h,5,这款空气炸锅颜值很高，收到一眼就相中了，够一家三四口人用了，值得购买,2026-05-07 11:47:18,0,0,,【0氟涂层】新风炎烤 6.5L,,2026-05-06 17:19:16,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,2***b,5,物流速度快，颜值高，也不占地方，性价比也不错。,2026-05-09 20:12:03,0,0,,【0氟涂层】新风炎烤 6.5L,,2026-05-06 23:36:36,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,男***晨,5,这空气炸锅颜值在线，不锈钢机身看着挺高级。用了几次，食物熟得挺均匀，薯条外酥里嫩，没糊底。价格比实体店便宜不少，性价比高。快递包装严实，送货也快，整体体验不错👍。,2026-05-11 12:22:27,0,0,,【0氟涂层】升级蒸汽炎烤 6.5L,,2026-04-28 17:32:06,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,j***2,5,用了一段时间的反馈，前两次用有些塑料味，热机空炸几次后就没了。机器的颜值高，白色机身，触屏面板，菜单一键设置也是简单明了，上下双视窗，时刻可观察锅内食材情况,2026-05-10 13:20:28,1,0,,【0氟涂层】新风炎烤 6.5L,,2026-04-24 16:32:43,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,j***m,5,新产品，高颜值，值得信赖。快递神速。,2026-05-09 18:41:45,0,0,,【0氟涂层】新风炎烤 6.5L,,2026-05-07 14:21:02,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,suelow,5,在多款空气炸锅中选中美的这款，虽没使用过但因爱喝啤酒想烤下酒菜而入手，外观简约大气，功能按键清晰，希望能带来好的烹饪体验。,2026-05-09 15:14:18,0,0,,【0氟涂层】新风炎烤 6.5L,,2026-05-08 22:00:48,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,娃娃菜啊娃娃菜,5,国民首选，性价比高，售后无忧。可视免翻面，好用易清洁，闭眼入不亏。绝对能满足家庭 90% 的&ldquo;懒人烹饪&rdquo;需求（烤蛋挞、炸薯条、热剩菜）。,2026-05-08 10:21:46,0,0,,【0氟涂层】新风炎烤 6.5L,,2026-05-01 08:39:27,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,u***4,5,宝贝收到了质量很好物流很快，使用也很方便，刚用就是会不好控制时间，按电脑时间有点会太熟了，慢慢学习用吧,2026-05-06 15:29:13,0,0,,【0氟涂层】新风炎烤 6.5L,,2026-05-04 15:49:15,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,j***q,5,上下加热非常好用，不需要中途翻面，做美食更省心，客服小姐姐超级给力，还给我领了优惠券,2026-05-09 19:03:27,0,0,,【0氟涂层】新风炎烤 6.5L,,2026-04-21 20:07:02,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,京***家,5,这个空气炸锅很漂亮，到手就迫不及待烤了下奥尔良鸡翅，按照顶部的说明鸡翅180度15分钟，烤出来熟度刚刚好，金黄色的。里面不锈钢的，烤得时候也没有异味，价格也合适，完美~,2026-05-09 16:18:24,0,0,,【0氟涂层】新风炎烤 6.5L,,2026-04-26 21:42:27,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,郑云源,5,质量很好，性价比高，值得购买，棒了太棒了,2026-05-09 16:47:54,0,0,,【0氟涂层】新风炎烤 6.5L,,2026-04-30 21:06:14,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,A悠然见远,5,宝贝收到就迫不及待的炸了鸡翅，外皮酥脆，内里多汁，口感很好，底盘很好清洗，一冲就干净，内腔没有塑料味道，一抹即净，高透度玻璃面板，触感丝滑，很好用,2026-05-08 19:24:26,0,0,,【0氟涂层】新风炎烤 6.5L,,2026-05-07 21:44:27,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
